1.562 1 IMU_GYRO_RAW -55 4 -10
1.565 1 IMU_MAG_RAW 279 401 -383
1.567 1 DL_VALUE 0 3.
1.570 1 IMU_ACCEL_RAW 54 -2053 79
1.573 1 IMU_GYRO_RAW -52 9 -10
1.576 1 IMU_MAG_RAW 280 403 -382
1.580 1 IMU_ACCEL_RAW 62 -2056 4
1.588 1 IMU_GYRO_RAW -46 6 -9
1.591 1 IMU_MAG_RAW 272 401 -303
1.594 1 IMU_ACCEL_RAW 60 -2056 71
1.597 1 IMU_GYRO_RAW -50 6 -8
1.600 1 IMU_MAG_RAW 282 400 -375
1.603 1 IMU_ACCEL_RAW 40 -2050 37
1.849 1 IMU_GYRO_RAW -48 7 -8
1.852 1 IMU_MAG_RAW 279 400 -374
1.855 1 IMU_ACCEL_RAW 72 -2057 38
1.859 1 IMU_GYRO_RAW -46 6 -11
1.862 1 IMU_MAG_RAW 281 398 -375
1.866 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
1.875 1 IMU_GYRO_RAW -43 8 -8
1.878 1 IMU_MAG_RAW 279 403 -375
1.880 1 DL_VALUE 1 0.
1.883 1 IMU_ACCEL_RAW 64 -2063 30
1.886 1 IMU_GYRO_RAW -53 8 -14
1.889 1 IMU_MAG_RAW 276 400 -384
2.136 1 IMU_ACCEL_RAW 49 -2059 43
2.139 1 IMU_GYRO_RAW -44 7 -7
2.142 1 IMU_MAG_RAW 282 401 -389
2.145 1 BARO_RAW 0. 0.
2.149 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
2.152 1 IMU_ACCEL_RAW 63 -2062 51
2.155 1 IMU_GYRO_RAW -58 6 -11
2.164 1 IMU_ACCEL_RAW 58 -2058 59
2.167 1 IMU_GYRO_RAW -60 6 -11
2.171 1 IMU_MAG_RAW 271 400 -310
2.174 1 IMU_ACCEL_RAW 51 -2053 45
2.177 1 IMU_GYRO_RAW -37 8 -11
2.422 1 IMU_MAG_RAW 281 400 -390
2.425 1 IMU_ACCEL_RAW 62 -2057 38
2.428 1 IMU_GYRO_RAW -51 5 -10
2.431 1 IMU_MAG_RAW 283 399 -376
2.434 1 IMU_ACCEL_RAW 49 -2056 62
2.437 1 IMU_GYRO_RAW -51 7 -9
2.440 1 IMU_MAG_RAW 279 399 -384
2.449 1 IMU_GYRO_RAW -51 6 -11
2.452 1 IMU_MAG_RAW 280 401 -374
2.456 1 ALIVE 0,140,247,21,200,69,224,159,186,40,112,14,148,154,242,249
2.459 1 IMU_ACCEL_RAW 64 -2055 45
2.463 1 IMU_GYRO_RAW -46 7 -9
2.500 1 DOWNLINK_STATUS 0 30 16336 812 30 885. 49. -18275.13
2.709 1 IMU_MAG_RAW 278 400 -369
2.713 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
2.715 1 IMU_ACCEL_RAW 53 -2057 40
2.719 1 IMU_GYRO_RAW -51 7 -11
2.722 1 IMU_MAG_RAW 281 399 -382
2.725 1 IMU_ACCEL_RAW 61 -2059 49
2.728 1 IMU_GYRO_RAW -49 7 -11
2.736 1 IMU_GYRO_RAW -46 8 -9
2.739 1 IMU_MAG_RAW 274 398 -308
2.741 1 BARO_RAW 0. 0.
2.747 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
2.749 1 IMU_ACCEL_RAW 65 -2051 29
2.995 1 IMU_GYRO_RAW -54 8 -10
2.998 1 IMU_MAG_RAW 279 400 -373
3.002 1 IMU_ACCEL_RAW 54 -2059 51
3.005 1 IMU_GYRO_RAW -43 6 -9
3.008 1 IMU_MAG_RAW 278 400 -384
3.011 1 IMU_ACCEL_RAW 57 -2055 58
3.014 1 IMU_GYRO_RAW -53 7 -11
3.017 1 IMU_MAG_RAW 279 402 -378
3.022 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
3.025 1 IMU_ACCEL_RAW 46 -2054 60
3.028 1 IMU_GYRO_RAW -44 9 -9
3.031 1 IMU_MAG_RAW 279 399 -313
3.034 1 IMU_ACCEL_RAW 66 -2058 25
3.038 1 IMU_GYRO_RAW -57 7 -11
3.501 1 DOWNLINK_STATUS 0 31 16824 838 31 488. 26. -23276.04
3.640 1 IMU_MAG_RAW 281 400 -388
3.643 1 COMMANDS 54,196,224,0,-266
3.646 1 IMU_ACCEL_RAW 62 -2070 41
3.649 1 IMU_GYRO_RAW -46 4 -9
3.652 1 IMU_MAG_RAW 277 400 -386
3.654 1 DL_VALUE 5 0.
3.657 1 IMU_ACCEL_RAW 58 -2049 49
3.660 1 IMU_GYRO_RAW -51 4 -11
3.667 1 IMU_GYRO_RAW -54 5 -11
3.670 1 IMU_MAG_RAW 281 399 -390
3.673 1 IMU_ACCEL_RAW 43 -2057 80
3.676 1 IMU_GYRO_RAW -43 7 -9
3.679 1 IMU_MAG_RAW 280 403 -389
3.682 1 IMU_ACCEL_RAW 53 -2064 45
4.251 1 IMU_GYRO_RAW -50 10 -11
4.254 1 IMU_MAG_RAW 277 401 -390
4.257 1 IMU_ACCEL_RAW 81 -2066 10
4.261 1 IMU_GYRO_RAW -47 3 -11
4.264 1 IMU_MAG_RAW 280 399 -376
4.267 1 IMU_ACCEL_RAW 38 -2053 56
4.270 1 IMU_GYRO_RAW -54 4 -8
4.277 1 IMU_GYRO_RAW -45 8 -10
4.280 1 IMU_MAG_RAW 273 398 -305
4.284 1 IMU_ACCEL_RAW 73 -2062 16
4.287 1 IMU_GYRO_RAW -50 6 -13
4.290 1 IMU_MAG_RAW 280 400 -382
4.292 1 DL_VALUE 6 40.
4.501 1 DOWNLINK_STATUS 0 32 17295 865 33 471. 27. -23276.04
4.860 1 IMU_ACCEL_RAW 40 -2057 71
4.864 1 IMU_GYRO_RAW -48 5 -7
4.867 1 IMU_MAG_RAW 280 401 -378
4.870 1 IMU_ACCEL_RAW 52 -2051 41
4.873 1 IMU_GYRO_RAW -53 10 -9
4.876 1 IMU_MAG_RAW 281 401 -384
4.879 1 BARO_RAW 0. 0.
4.887 1 IMU_GYRO_RAW -56 5 -9
