1.351 1 IMU_MAG_RAW 280 398 -377
1.354 1 IMU_ACCEL_RAW 62 -2057 44
1.357 1 IMU_GYRO_RAW -48 6 -10
1.360 1 IMU_MAG_RAW 278 402 -377
1.362 1 DL_VALUE 8 0.
1.366 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
1.369 1 IMU_ACCEL_RAW 58 -2060 39
1.376 1 IMU_ACCEL_RAW 61 -2064 48
1.378 1 DOWNLINK_STATUS 0 32 15074 755 32 621. 34. -21836.96
1.379 1 IMU_GYRO_RAW -48 6 -10
1.382 1 IMU_MAG_RAW 286 399 -381
1.385 1 IMU_ACCEL_RAW 55 -2060 43
1.389 1 IMU_GYRO_RAW -48 7 -10
1.392 1 IMU_MAG_RAW 279 397 -382
1.638 1 FBW_STATUS 0 51 0 68 0
1.642 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
1.645 1 IMU_ACCEL_RAW 57 -2056 46
1.649 1 IMU_GYRO_RAW -49 7 -11
1.652 1 IMU_MAG_RAW 280 398 -376
1.655 1 IMU_ACCEL_RAW 62 -2058 41
1.658 1 IMU_GYRO_RAW -50 6 -11
1.666 1 IMU_GYRO_RAW -49 7 -12
1.669 1 IMU_MAG_RAW 280 400 -378
1.672 1 IMU_ACCEL_RAW 55 -2061 42
1.675 1 IMU_GYRO_RAW -48 6 -9
1.678 1 IMU_MAG_RAW 282 400 -380
1.680 1 DL_VALUE 9 1.
1.928 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
1.931 1 IMU_ACCEL_RAW 60 -2059 37
1.934 1 IMU_GYRO_RAW -49 6 -10
1.937 1 IMU_MAG_RAW 281 402 -379
1.940 1 IMU_ACCEL_RAW 61 -2064 43
1.943 1 IMU_GYRO_RAW -47 7 -10
1.946 1 IMU_MAG_RAW 281 399 -381
1.953 1 IMU_GYRO_RAW -47 7 -9
1.956 1 IMU_MAG_RAW 273 398 -280
1.961 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
1.964 1 IMU_ACCEL_RAW 60 -2056 35
1.967 1 IMU_GYRO_RAW -49 7 -10
2.214 1 IMU_MAG_RAW 278 399 -369
2.217 1 IMU_ACCEL_RAW 55 -2057 42
2.220 1 IMU_GYRO_RAW -47 7 -11
2.223 1 IMU_MAG_RAW 288 403 -383
2.226 1 IMU_ACCEL_RAW 60 -2060 41
2.229 1 IMU_GYRO_RAW -50 7 -10
2.232 1 IMU_MAG_RAW 281 400 -374
2.241 1 IMU_GYRO_RAW -49 6 -10
2.244 1 IMU_MAG_RAW 273 399 -310
2.249 1 NAVIGATION 0 2 -194263.5 -4813595. 0. 2.32084345979e+13 0 0
2.252 1 IMU_ACCEL_RAW 52 -2054 50
2.255 1 IMU_GYRO_RAW -47 8 -10
2.378 1 DOWNLINK_STATUS 0 33 15852 797 35 778. 42. -21836.96
2.500 1 IMU_MAG_RAW 278 400 -374
2.502 1 BARO_RAW 0. 0.
2.505 1 IMU_ACCEL_RAW 58 -2061 47
2.508 1 IMU_GYRO_RAW -49 8 -10
2.512 1 IMU_MAG_RAW 294 410 -379
2.515 1 IMU_ACCEL_RAW 56 -2055 38
2.518 1 IMU_GYRO_RAW -47 6 -10
2.521 1 IMU_MAG_RAW 280 401 -377
2.526 1 IMU_GYRO_RAW -50 6 -10
2.529 1 IMU_MAG_RAW 301 407 -375
2.532 1 IMU_ACCEL_RAW 54 -2057 41
2.535 1 IMU_GYRO_RAW -48 6 -10
2.539 1 IMU_MAG_RAW 282 400 -386
2.542 1 IMU_ACCEL_RAW 57 -2060 49
2.787 1 IMU_GYRO_RAW -48 7 -10
2.790 1 IMU_MAG_RAW 277 399 -383
2.793 1 IMU_ACCEL_RAW 67 -2057 43
