1.627 1 WIND_INFO 1 42 0. 0. 0.
2.515 1 IMU_MAG_RAW 323 421 -324
2.518 1 IMU_ACCEL_RAW 74 -2056 -18
2.522 1 IMU_GYRO_RAW -44 9 -14
2.525 1 IMU_MAG_RAW 324 422 -324
2.529 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
2.532 1 IMU_ACCEL_RAW 78 -2051 -20
2.536 1 IMU_GYRO_RAW -44 9 -14
2.543 1 IMU_GYRO_RAW -43 9 -15
2.547 1 IMU_MAG_RAW 324 420 -334
2.549 1 BARO_RAW 0. 0.
2.552 1 IMU_ACCEL_RAW 80 -2053 -15
2.555 1 IMU_GYRO_RAW -43 9 -15
2.558 1 IMU_MAG_RAW 323 419 -333
2.721 1 DOWNLINK_STATUS 0 66 35226 1782 91 455. 25. -1.39475368433e+12
3.164 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
3.167 1 IMU_ACCEL_RAW 80 -2054 -20
3.171 1 IMU_GYRO_RAW -43 9 -15
3.174 1 IMU_MAG_RAW 325 421 -332
3.177 1 IMU_ACCEL_RAW 75 -2049 -25
3.180 1 IMU_GYRO_RAW -43 9 -14
3.183 1 IMU_MAG_RAW 324 422 -333
3.186 1 IMU_ACCEL_RAW 72 -2049 -23
3.189 1 IMU_GYRO_RAW -44 9 -13
3.192 1 IMU_MAG_RAW 324 424 -334
3.196 1 IMU_ACCEL_RAW 80 -2052 -21
3.199 1 IMU_GYRO_RAW -44 9 -15
3.202 1 IMU_MAG_RAW 324 422 -333
3.721 1 DOWNLINK_STATUS 0 67 35468 1795 91 242. 13. -1.39475368433e+12
3.806 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
3.808 1 IMU_ACCEL_RAW 80 -2052 -23
3.811 1 IMU_GYRO_RAW -44 9 -15
3.814 1 IMU_MAG_RAW 323 421 -333
3.817 1 IMU_ACCEL_RAW 83 -2051 -23
3.820 1 IMU_GYRO_RAW -44 9 -15
3.823 1 IMU_MAG_RAW 322 421 -335
3.825 1 DL_VALUE 3 0.
3.832 1 IMU_GYRO_RAW -44 9 -14
3.835 1 IMU_MAG_RAW 326 424 -327
3.840 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
3.843 1 IMU_ACCEL_RAW 79 -2051 -17
3.846 1 IMU_GYRO_RAW -44 10 -14
4.722 1 DOWNLINK_STATUS 0 68 35711 1808 92 243. 13. -1.39475368433e+12
4.964 1 IMU_MAG_RAW 325 421 -332
4.967 1 IMU_ACCEL_RAW 79 -2051 -11
4.970 1 IMU_GYRO_RAW -43 9 -15
4.974 1 IMU_MAG_RAW 324 419 -333
4.977 1 IMU_ACCEL_RAW 84 -2052 -21
4.980 1 IMU_GYRO_RAW -44 9 -15
4.983 1 IMU_MAG_RAW 325 425 -332
4.993 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
4.996 1 IMU_ACCEL_RAW 79 -2060 -18
4.999 1 IMU_GYRO_RAW -44 9 -14
5.002 1 IMU_MAG_RAW 321 423 -334
5.005 1 IMU_ACCEL_RAW 76 -2053 -16
5.251 1 IMU_GYRO_RAW -43 9 -14
5.254 1 IMU_MAG_RAW 325 422 -331
5.256 1 DL_VALUE 4 0.
5.259 1 IMU_ACCEL_RAW 74 -2056 -22
5.262 1 IMU_GYRO_RAW -44 9 -15
5.265 1 IMU_MAG_RAW 326 422 -327
5.268 1 IMU_ACCEL_RAW 81 -2056 -24
5.271 1 IMU_GYRO_RAW -44 9 -15
5.280 1 IMU_GYRO_RAW -44 9 -15
5.283 1 IMU_MAG_RAW 325 423 -326
5.286 1 IMU_ACCEL_RAW 81 -2054 -22
5.289 1 IMU_GYRO_RAW -44 9 -15
5.292 1 IMU_MAG_RAW 323 422 -322
5.538 1 IMU_ACCEL_RAW 80 -2054 -16
5.542 1 IMU_GYRO_RAW -43 8 -15
5.545 1 IMU_MAG_RAW 321 422 -320
5.548 1 IMU_ACCEL_RAW 79 -2051 -21
5.551 1 IMU_GYRO_RAW -43 9 -15
5.554 1 IMU_MAG_RAW 322 423 -324
5.559 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
5.567 1 IMU_GYRO_RAW -44 9 -14
5.570 1 IMU_MAG_RAW 323 423 -323
5.572 1 DL_VALUE 5 0.
5.575 1 IMU_ACCEL_RAW 76 -2054 -18
5.578 1 IMU_GYRO_RAW -44 8 -15
5.581 1 IMU_MAG_RAW 325 420 -327
5.723 1 DOWNLINK_STATUS 0 69 36397 1846 95 686. 38. -1.39475368433e+12
5.826 1 IMU_ACCEL_RAW 83 -2057 -17
5.829 1 IMU_GYRO_RAW -43 10 -14
5.833 1 IMU_MAG_RAW 326 422 -325
5.835 1 BARO_RAW 0. 0.
5.838 1 IMU_ACCEL_RAW 73 -2057 -29
5.841 1 IMU_GYRO_RAW -44 8 -14
5.844 1 IMU_MAG_RAW 323 423 -327
5.853 1 IMU_GYRO_RAW -44 9 -14
5.856 1 IMU_MAG_RAW 316 425 -241
5.860 1 IMU_ACCEL_RAW 76 -2054 -22
5.863 1 IMU_GYRO_RAW -44 8 -13
5.866 1 IMU_MAG_RAW 327 425 -327
5.869 1 IMU_ACCEL_RAW 73 -2052 -19
6.114 1 IMU_GYRO_RAW -44 10 -14
6.117 1 IMU_MAG_RAW 326 422 -329
6.121 1 ALIVE 234,86,112,120,179,137,199,193,157,207,189,207,18,78,21,11
6.126 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
6.129 1 IMU_ACCEL_RAW 75 -2048 -13
6.132 1 IMU_GYRO_RAW -44 9 -14
6.140 1 IMU_GYRO_RAW -45 10 -15
6.143 1 IMU_MAG_RAW 318 422 -249
6.146 1 BARO_RAW 0. 0.
6.150 1 IMU_ACCEL_RAW 82 -2054 -23
6.153 1 IMU_GYRO_RAW -44 9 -15
6.155 1 IMU_MAG_RAW 320 421 -335
6.403 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
6.406 1 IMU_ACCEL_RAW 78 -2054 -23
6.409 1 IMU_GYRO_RAW -44 8 -15
6.412 1 IMU_MAG_RAW 325 421 -332
6.415 1 IMU_ACCEL_RAW 79 -2054 -19
6.419 1 IMU_GYRO_RAW -44 9 -15
6.422 1 IMU_MAG_RAW 324 424 -334
6.427 1 IMU_ACCEL_RAW 80 -2050 -19
6.430 1 IMU_GYRO_RAW -44 10 -15
6.433 1 IMU_MAG_RAW 322 418 -326
6.438 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
6.441 1 IMU_ACCEL_RAW 84 -2051 -28
6.444 1 IMU_GYRO_RAW -44 9 -14
6.690 1 IMU_MAG_RAW 321 421 -327
6.693 1 IMU_ACCEL_RAW 85 -2061 -15
6.696 1 IMU_GYRO_RAW -44 9 -15
6.699 1 IMU_MAG_RAW 321 423 -329
6.701 1 DL_VALUE 7 2.
6.704 1 IMU_ACCEL_RAW 81 -2050 -20
6.708 1 IMU_GYRO_RAW -44 10 -14
6.715 1 IMU_GYRO_RAW -44 9 -14
6.718 1 IMU_MAG_RAW 323 424 -326
6.723 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
6.723 1 DOWNLINK_STATUS 0 70 37283 1894 98 886. 48. -1.39475368433e+12
6.726 1 IMU_ACCEL_RAW 79 -2056 -9
6.729 1 IMU_GYRO_RAW -45 10 -13
6.975 1 IMU_MAG_RAW 325 423 -327
6.979 1 IMU_ACCEL_RAW 81 -2051 -21
6.981 1 IMU_GYRO_RAW -44 8 -14
6.984 1 IMU_MAG_RAW 321 422 -328
6.987 1 IMU_ACCEL_RAW 78 -2051 -22
6.990 1 IMU_GYRO_RAW -44 9 -15
6.993 1 IMU_MAG_RAW 324 423 -327
7.002 1 IMU_GYRO_RAW -44 9 -14
7.005 1 IMU_MAG_RAW 318 421 -243
7.008 1 IMU_ACCEL_RAW 77 -2055 -20
7.011 1 IMU_GYRO_RAW -44 10 -15
7.015 1 IMU_MAG_RAW 324 422 -321
7.018 1 IMU_ACCEL_RAW 77 -2053 -33
7.264 1 IMU_GYRO_RAW -45 9 -14
7.267 1 IMU_MAG_RAW 324 423 -322
7.271 1 NAVIGATION 0 2 0. 0. 0. 0. 0 0
7.275 1 IMU_ACCEL_RAW 84 -2055 -13
7.278 1 IMU_GYRO_RAW -43 9 -14
7.281 1 IMU_MAG_RAW 326 422 -324
7.291 1 IMU_ACCEL_RAW 78 -2054 -29
7.294 1 IMU_GYRO_RAW -44 9 -14
7.297 1 IMU_MAG_RAW 320 422 -241
7.300 1 IMU_ACCEL_RAW 77 -2051 -19
